id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_days_from_arrest
2095,Male,53,Greater than 45,Caucasian,0,1,0,0,0,0,5/05/2013 6:01,5/05/2013 7:11,5/05/2013,,0,F,Possession Of Alprazolam,1,(F3),0
2096,Male,59,Greater than 45,Caucasian,0,6,0,0,17,-25,29/09/2014 1:44,22/10/2014 7:29,,29/09/2014,25,F,arrest case no charge,1,(M2),249
2098,Female,48,Greater than 45,Caucasian,0,1,0,0,0,-1,10/04/2013 12:13,11/04/2013 1:05,10/04/2013,,1,M,Battery,0,,
2099,Female,33,25 - 45,African-American,0,2,0,0,1,-10,25/01/2013 11:03,26/01/2013 8:47,25/01/2013,,10,F,Neglect Child / Bodily Harm,0,,
2100,Male,44,25 - 45,Caucasian,0,1,0,0,0,0,29/04/2013 2:46,30/04/2013 3:52,29/04/2013,,0,M,Susp Drivers Lic 1st Offense,0,,
2101,Male,31,25 - 45,Caucasian,0,2,0,0,10,-18,5/12/2014 7:58,7/12/2014 3:33,5/12/2014,,18,F,Driving While License Revoked,1,(M1),0
2103,Male,28,25 - 45,African-American,0,4,0,1,2,-1,16/09/2013 5:15,17/09/2013 7:18,16/09/2013,,1,F,Att Tamper w/Physical Evidence,1,(F3),0
2104,Male,56,Greater than 45,Other,0,1,0,0,9,-147,26/09/2013 11:51,12/02/2014 10:41,26/09/2013,,147,F,Trespass Structure w/Dang Weap,0,,
2105,Male,51,Greater than 45,Hispanic,0,1,0,0,1,-18,27/01/2013 7:54,13/02/2013 9:34,27/01/2013,,18,F,Possession Burglary Tools,0,,
2107,Male,23,Less than 25,African-American,0,7,0,0,0,0,14/03/2013 2:20,19/03/2013 5:29,13/03/2013,,1,F,Burglary Structure Unoccup,1,(F3),0
2108,Male,21,Less than 25,Hispanic,0,7,0,0,0,0,27/10/2013 2:30,27/10/2013 8:17,26/10/2013,,1,F,"Deliver 3,4 Methylenediox",0,,
2109,Male,26,25 - 45,Caucasian,0,5,0,0,0,0,2/01/2013 7:21,2/01/2013 7:31,2/01/2013,,0,F,Poss Contr Subst W/o Prescript,0,,
2110,Male,22,Less than 25,African-American,0,9,3,0,3,0,29/09/2013 3:40,29/09/2013 6:47,29/09/2013,,0,F,Possession of Benzylpiperazine,0,,
2111,Male,29,25 - 45,African-American,0,2,0,0,0,-1,26/03/2013 7:25,27/03/2013 11:45,26/03/2013,,1,M,Battery,0,,
2113,Male,20,Less than 25,African-American,0,9,1,1,2,-1,3/04/2014 6:52,5/04/2014 8:08,3/04/2014,,1,F,Burglary Unoccupied Dwelling,1,(M1),0
2115,Male,44,25 - 45,Caucasian,0,1,0,0,0,-1,12/11/2013 9:19,13/11/2013 8:07,12/11/2013,,1,M,Battery,0,,
2116,Male,41,25 - 45,African-American,0,5,0,0,2,-1,21/08/2013 10:34,5/09/2013 9:41,,21/08/2013,1,F,arrest case no charge,0,,
2121,Female,28,25 - 45,African-American,0,4,0,1,4,0,8/11/2013 3:39,8/11/2013 9:33,8/11/2013,,0,F,"Poss3,4 Methylenedioxymethcath",0,,
2123,Male,27,25 - 45,Caucasian,0,6,0,0,1,-1,24/03/2013 10:31,15/04/2013 5:08,24/03/2013,,1,M,Susp Drivers Lic 1st Offense,1,(M2),0
2125,Male,31,25 - 45,Caucasian,0,3,0,0,7,-1,9/03/2014 4:46,10/03/2014 9:42,9/03/2014,,1,M,Exposes Culpable Negligence,0,,
2126,Male,23,Less than 25,Caucasian,0,8,0,0,5,-105,6/01/2014 3:27,20/01/2014 4:51,,6/01/2014,105,F,arrest case no charge,1,(M2),130
2127,Male,33,25 - 45,African-American,0,7,0,0,16,-243,20/02/2013 12:52,21/02/2013 6:22,,20/02/2013,243,M,arrest case no charge,1,(M2),73
2128,Male,26,25 - 45,African-American,0,3,0,0,3,-21,1/09/2014 10:08,2/09/2014 8:20,1/09/2014,,21,F,Crimin Mischief Damage $1000+,1,(M1),0
2129,Male,20,Less than 25,African-American,0,4,0,2,0,-1,14/11/2013 6:08,15/11/2013 8:54,14/11/2013,,1,F,Tampering With Physical Evidence,1,(M1),59
2130,Male,55,Greater than 45,Caucasian,0,1,0,0,2,-1,21/01/2013 8:21,22/01/2013 2:00,21/01/2013,,1,M,Battery,1,(M1),1
2131,Male,36,25 - 45,African-American,0,8,0,0,0,0,27/02/2013 1:25,28/02/2013 4:12,27/02/2013,,0,F,Driving While License Revoked,0,,
2132,Male,48,Greater than 45,Other,0,1,0,0,4,-1,10/01/2014 7:01,14/01/2014 9:21,10/01/2014,,1,F,Grand Theft (Motor Vehicle),1,(M1),0
2133,Male,22,Less than 25,Other,0,4,0,0,5,-1,18/03/2014 1:16,20/03/2014 12:11,,18/03/2014,1,F,arrest case no charge,1,(M2),
2134,Male,23,Less than 25,African-American,1,9,0,0,1,-1,13/08/2013 4:31,18/08/2013 4:39,13/08/2013,,1,M,Battery,0,,
2138,Male,34,25 - 45,African-American,0,10,2,1,19,-1,21/01/2014 8:57,26/01/2014 2:45,21/01/2014,,1,F,False Ownership Info/Pawn Item,1,(M2),0
2140,Female,59,Greater than 45,Caucasian,0,1,0,0,1,-21,8/02/2013 8:25,13/02/2013 9:36,8/02/2013,,21,F,Grand Theft in the 1st Degree,0,,
2141,Male,37,25 - 45,Caucasian,0,2,0,0,0,-4,22/04/2013 2:29,23/04/2013 3:38,21/04/2013,,5,F,Cruelty Toward Child,1,(M1),1
2143,Female,28,25 - 45,Caucasian,0,4,0,0,0,-1,23/08/2013 4:46,24/08/2013 2:25,23/08/2013,,1,F,Possession of Cocaine,1,(M2),
2146,Male,20,Less than 25,African-American,1,10,0,1,1,-47,24/04/2014 12:14,10/06/2014 10:39,,24/04/2014,47,F,arrest case no charge,1,(M1),0
2147,Male,31,25 - 45,African-American,0,2,0,0,0,-1,2/10/2013 6:36,3/10/2013 8:18,2/10/2013,,1,F,Grand Theft (Motor Vehicle),0,,
2148,Female,38,25 - 45,African-American,0,10,0,0,14,-1,12/07/2014 6:46,17/07/2014 5:29,12/07/2014,,1,F,Possession of Cocaine,1,(F3),0
2149,Male,33,25 - 45,African-American,0,1,0,0,0,-4,7/02/2014 9:21,11/02/2014 4:08,7/02/2014,,4,F,Possession of Cannabis,1,(MO3),0
2150,Male,27,25 - 45,African-American,0,8,0,0,3,-1,28/08/2014 12:41,29/08/2014 1:55,28/08/2014,,1,F,Grand Theft in the 3rd Degree,1,(M1),0
2151,Male,25,25 - 45,Caucasian,0,4,0,0,2,0,19/02/2013 3:48,20/02/2013 4:22,19/02/2013,,0,M,Resist/Obstruct W/O Violence,1,(M1),0
2152,Female,42,25 - 45,African-American,0,2,0,0,2,-1,25/11/2013 5:04,26/11/2013 9:36,25/11/2013,,1,F,Burglary With Assault/battery,0,,
2153,Male,22,Less than 25,African-American,0,8,0,0,3,-1,5/02/2014 3:18,3/03/2014 8:00,5/02/2014,,1,F,Uttering a Forged Instrument,1,(F3),0
2154,Male,21,Less than 25,Other,0,6,0,0,0,-1,28/02/2013 7:56,2/03/2013 5:27,28/02/2013,,1,F,Att Burgl Unoccupied Dwel,0,,
2155,Male,57,Greater than 45,Caucasian,0,7,0,0,15,-32,23/08/2013 3:39,12/09/2013 10:31,,23/08/2013,32,F,arrest case no charge,0,,
2156,Male,45,Greater than 45,Caucasian,0,5,0,0,1,0,11/04/2013 12:51,9/05/2013 4:33,10/04/2013,,1,F,Robbery / No Weapon,1,(M2),
2157,Female,21,Less than 25,African-American,0,3,0,0,1,-11,5/12/2014 4:26,7/12/2014 3:33,5/12/2014,,11,M,Trespass Struct/Conveyance,1,(F3),0
2159,Male,52,Greater than 45,Caucasian,0,1,0,0,2,-1,8/05/2013 2:05,9/05/2013 9:08,29/03/2013,,41,M,Tresspass Struct/Conveyance,0,,
2161,Male,29,25 - 45,Caucasian,0,3,0,0,0,-1,22/05/2013 8:43,23/05/2013 8:01,22/05/2013,,1,M,Battery,0,,
2162,Female,37,25 - 45,African-American,0,4,0,0,0,0,24/01/2013 1:57,29/01/2013 5:24,24/01/2013,,0,M,Prostitution/Lewd Act Assignation,0,,
2163,Male,34,25 - 45,Caucasian,0,2,0,1,0,-1,13/04/2013 9:32,14/04/2013 7:21,13/04/2013,,1,F,Aggravated Assault w/Firearm,0,,
2165,Male,53,Greater than 45,African-American,0,1,0,0,0,0,24/01/2013 3:10,25/01/2013 12:12,23/01/2013,,1,M,Battery,1,(M1),0
2166,Female,30,25 - 45,African-American,0,8,0,0,8,-1,2/05/2013 1:18,3/05/2013 12:53,2/05/2013,,1,F,Robbery / No Weapon,1,(M2),
2168,Male,35,25 - 45,Hispanic,0,3,0,0,0,-7,16/08/2013 4:54,17/08/2013 7:16,16/08/2013,,7,M,Reckless Driving,0,,
2169,Male,28,25 - 45,Caucasian,0,4,0,0,1,-1,19/05/2013 5:41,23/05/2013 12:31,19/05/2013,,1,F,Aggravated Assault W/dead Weap,0,,
2170,Male,21,Less than 25,African-American,0,8,0,0,1,-1,29/04/2013 10:52,30/04/2013 7:18,29/04/2013,,1,F,Grand Theft Dwell Property,0,,
2171,Male,22,Less than 25,African-American,0,7,0,0,1,13,3/12/2013 12:53,16/01/2014 3:17,19/11/2013,,1,F,Possession of Cannabis,0,,
2176,Male,42,25 - 45,Caucasian,0,3,0,0,1,-1,28/10/2013 8:04,29/10/2013 2:05,28/10/2013,,1,M,Battery,1,(F3),0
2178,Male,26,25 - 45,African-American,0,4,0,0,3,0,9/09/2014 4:01,9/09/2014 8:47,9/09/2014,,0,F,Possession of Cannabis,1,(F3),
2179,Male,54,Greater than 45,African-American,0,1,0,0,9,0,28/12/2013 1:57,29/12/2013 2:05,,16/03/2003,3940,M,arrest case no charge,0,,
2180,Male,39,25 - 45,Other,0,2,0,0,1,-1,22/09/2013 10:25,23/09/2013 1:52,22/09/2013,,1,F,"Poss3,4 Methylenedioxymethcath",1,(M1),0
2181,Male,30,25 - 45,African-American,2,9,0,0,20,0,25/08/2013 4:11,8/07/2014 6:34,25/08/2013,,0,F,Felony Battery w/Prior Convict,1,(M2),0
2182,Female,26,25 - 45,African-American,0,6,0,0,1,-1,12/09/2013 12:49,10/10/2013 9:49,12/09/2013,,1,F,Grand Theft in the 3rd Degree,1,(M2),0
2183,Male,41,25 - 45,African-American,0,1,0,0,0,0,7/01/2014 4:31,8/01/2014 3:21,7/01/2014,,0,M,Assault,0,,
2184,Male,23,Less than 25,Caucasian,1,5,0,1,5,0,13/09/2014 1:32,6/11/2014 7:47,13/09/2014,,0,M,Viol Injunct Domestic Violence,1,(F3),
2186,Male,43,25 - 45,Caucasian,0,2,0,0,1,-1,10/02/2013 9:37,16/04/2013 7:46,10/02/2013,,1,F,Felony Battery (Dom Strang),1,(F3),1
2188,Male,22,Less than 25,African-American,0,3,0,0,0,-1,19/04/2013 11:33,20/04/2013 1:40,18/04/2013,,2,M,Susp Drivers Lic 1st Offense,1,(M2),
2190,Male,42,25 - 45,Hispanic,0,5,0,0,3,,,,26/08/2013,,100,M,Driving License Suspended,0,,
2193,Female,27,25 - 45,Caucasian,0,3,0,0,6,-1,25/03/2014 9:53,26/03/2014 10:10,25/03/2014,,1,F,Grand Theft in the 3rd Degree,1,(M2),140
2194,Female,42,25 - 45,African-American,0,3,0,0,2,-1,24/01/2013 11:48,28/02/2013 5:30,,24/01/2013,1,M,arrest case no charge,0,,
2195,Male,25,25 - 45,African-American,0,6,0,0,8,0,29/01/2014 12:27,27/02/2014 12:46,28/01/2014,,1,F,Grand Theft in the 3rd Degree,1,(M1),0
2196,Male,49,Greater than 45,African-American,0,2,0,0,4,0,3/02/2014 12:18,11/03/2014 8:20,2/02/2014,,1,M,Battery,0,,
2197,Male,26,25 - 45,African-American,1,9,0,0,7,-43,4/03/2013 11:43,12/04/2013 8:47,,4/03/2013,43,F,arrest case no charge,1,(M1),0
2198,Male,52,Greater than 45,Caucasian,0,1,0,0,1,-1,21/10/2013 11:28,15/11/2013 9:18,21/10/2013,,1,F,Felony Driving While Lic Suspd,0,,
2201,Female,60,Greater than 45,Caucasian,0,1,0,0,2,-1,24/11/2013 4:19,25/11/2013 9:02,24/11/2013,,1,F,Aggrav Battery w/Deadly Weapon,0,,
2205,Female,23,Less than 25,African-American,0,6,0,0,0,-1,12/03/2013 6:19,13/03/2013 8:18,12/03/2013,,1,M,Battery,0,,
2206,Male,30,25 - 45,African-American,0,7,0,0,2,-1,29/01/2013 8:26,30/01/2013 8:54,21/12/2007,,1867,M,Driving License Suspended,0,,
2207,Male,48,Greater than 45,African-American,0,6,0,0,9,0,27/03/2013 8:37,31/03/2013 3:02,,27/03/2013,0,F,arrest case no charge,1,(M1),0
2208,Male,32,25 - 45,African-American,0,7,0,0,2,0,26/08/2013 3:38,27/08/2013 5:13,26/08/2013,,0,F,Driving While License Revoked,1,(M1),0
2209,Male,28,25 - 45,Hispanic,0,3,0,1,3,-1,23/03/2014 4:26,25/03/2014 4:03,23/03/2014,,1,F,Felony Battery (Dom Strang),1,(M2),
2211,Male,24,Less than 25,African-American,0,7,0,0,5,-1,14/07/2014 5:11,15/07/2014 8:15,14/07/2014,,1,F,Felony Driving While Lic Suspd,1,(M1),
2212,Female,26,25 - 45,African-American,0,5,0,0,3,107,27/02/2015 11:33,7/03/2015 4:16,10/01/2014,,306,F,Neglect Child / No Bodily Harm,1,(M2),0
2215,Male,22,Less than 25,African-American,0,5,0,0,3,20,6/01/2014 1:56,8/08/2014 10:08,,26/11/2013,21,F,arrest case no charge,1,(F3),0
2216,Male,44,25 - 45,African-American,0,2,0,0,2,-1,14/02/2013 6:58,16/02/2013 1:33,14/02/2013,,1,F,Felony Driving While Lic Suspd,0,,
2217,Male,32,25 - 45,Caucasian,0,4,0,0,3,-1,25/05/2013 6:05,19/08/2013 9:19,25/05/2013,,1,F,Felony Battery w/Prior Convict,0,,
2218,Female,27,25 - 45,African-American,0,2,0,0,1,-1,20/09/2013 11:29,21/09/2013 8:27,20/09/2013,,1,M,Battery,0,,
2220,Male,52,Greater than 45,African-American,0,4,0,0,15,0,15/01/2014 5:40,16/01/2014 3:54,15/01/2014,,0,M,Driving Under The Influence,1,(M2),0
2221,Male,61,Greater than 45,Caucasian,0,2,0,0,3,0,22/09/2014 7:01,23/09/2014 3:26,22/09/2014,,0,M,Battery,1,(M1),0
2222,Male,69,Greater than 45,African-American,0,1,0,0,3,0,7/08/2013 2:40,7/08/2013 8:00,7/08/2013,,0,M,Battery,0,,
2223,Male,51,Greater than 45,Other,0,1,0,0,2,-1,13/08/2013 6:08,16/09/2013 7:20,13/08/2013,,1,F,Grand Theft in the 3rd Degree,0,,
2224,Female,21,Less than 25,Caucasian,0,6,0,0,1,-1,29/01/2014 7:19,31/01/2014 3:52,5/11/2013,,86,F,Grand Theft in the 3rd Degree,0,,
2226,Male,31,25 - 45,Caucasian,1,6,0,0,2,-1,8/02/2013 11:38,12/02/2013 8:15,8/02/2013,,1,M,Possess Cannabis/20 Grams Or Less,1,(M2),0
2228,Male,19,Less than 25,African-American,0,4,2,0,3,-1,27/10/2014 7:39,26/11/2014 11:22,27/10/2014,,1,F,Grand Theft in the 3rd Degree,1,(M2),
2231,Male,24,Less than 25,African-American,0,9,5,0,12,0,31/01/2013 3:56,9/03/2013 3:03,,31/01/2013,0,M,arrest case no charge,1,(M2),42
2233,Male,24,Less than 25,Caucasian,0,8,0,0,3,-1,23/03/2013 7:21,29/03/2013 10:17,23/03/2013,,1,F,Grand Theft in the 3rd Degree,1,(F3),0
2234,Male,57,Greater than 45,Hispanic,0,1,0,0,3,-2,21/09/2013 1:28,22/09/2013 1:50,21/09/2013,,2,F,Driving While License Revoked,0,,
2235,Male,30,25 - 45,Caucasian,0,7,0,0,6,-1,5/08/2013 9:52,12/08/2013 7:37,,5/08/2013,1,F,arrest case no charge,0,,
2236,Male,43,25 - 45,African-American,0,1,0,0,4,-1,16/12/2014 7:58,18/12/2014 4:40,17/12/2014,,0,F,Sound Articles Over 100,1,(M2),
2237,Male,24,Less than 25,African-American,0,7,0,1,4,-1,22/08/2013 4:33,27/08/2013 1:19,22/08/2013,,1,F,Grand Theft in the 3rd Degree,0,,
2239,Female,30,25 - 45,Caucasian,0,7,0,0,7,-18,11/10/2013 7:33,29/10/2013 5:43,,12/10/2013,17,M,arrest case no charge,0,,
2240,Male,25,25 - 45,African-American,0,9,0,0,5,-1,12/11/2014 11:32,14/11/2014 1:37,12/11/2014,,1,F,Live on Earnings of Prostitute,1,(M1),0
2243,Male,57,Greater than 45,Caucasian,0,2,0,0,0,,,,,,,M,,1,(F3),0
2245,Female,56,Greater than 45,Caucasian,0,8,0,0,1,-1,1/01/2013 8:39,20/06/2013 5:12,1/01/2013,,1,F,Felony DUI (level 3),0,,
2246,Male,21,Less than 25,African-American,0,8,0,0,1,-8,12/02/2013 1:28,20/02/2013 9:54,,12/02/2013,8,F,arrest case no charge,0,,
2247,Male,31,25 - 45,African-American,3,10,0,0,6,-1,4/01/2013 4:19,4/02/2013 12:38,4/01/2013,,1,F,Resist Officer w/Violence,1,(F3),0
2248,Female,23,Less than 25,African-American,0,9,0,0,1,-1,17/04/2013 3:45,18/04/2013 9:35,,17/04/2013,1,F,arrest case no charge,0,,
2250,Male,30,25 - 45,African-American,1,10,0,2,15,-1,1/03/2013 8:46,3/03/2013 3:19,1/03/2013,,1,F,Burglary Unoccupied Dwelling,1,(F3),993
2252,Male,42,25 - 45,Other,0,1,0,0,1,-13,4/06/2013 3:44,4/06/2013 7:34,4/06/2013,,13,M,DUI Level 0.15 Or Minor In Veh,0,,
2256,Male,64,Greater than 45,Caucasian,0,3,0,0,0,-1,11/01/2013 8:49,30/04/2013 6:24,11/01/2013,,1,F,Sex Offender Fail Comply W/Law,0,,
2258,Female,21,Less than 25,Caucasian,0,6,0,0,0,-1,27/12/2014 9:18,28/12/2014 1:35,27/12/2014,,1,F,Grand Theft in the 3rd Degree,1,(F3),0
2259,Male,36,25 - 45,African-American,0,3,0,0,5,17,16/11/2013 2:26,27/11/2013 5:46,,27/08/2011,795,F,arrest case no charge,0,,
2261,Female,50,Greater than 45,African-American,0,1,0,0,1,-1,29/08/2013 6:41,30/08/2013 8:31,,29/08/2013,1,F,arrest case no charge,0,,
2262,Male,23,Less than 25,African-American,0,3,0,0,0,0,22/10/2014 12:11,23/10/2014 3:13,21/10/2014,,1,M,Battery,1,(F3),0
2263,Male,28,25 - 45,Native American,0,3,0,0,2,-1,25/04/2013 8:44,13/06/2013 10:12,25/04/2013,,1,F,"Poss3,4 Methylenedioxymethcath",0,,
2268,Female,25,25 - 45,Caucasian,0,7,0,0,5,-3,25/01/2013 1:47,25/01/2013 9:37,24/01/2013,,4,F,Possession Of Alprazolam,0,,
2269,Female,47,Greater than 45,African-American,0,6,0,0,1,,,,12/08/2011,,762,F,Aggravated Assault W/dead Weap,0,,
2271,Male,28,25 - 45,African-American,0,8,0,1,7,104,27/03/2014 7:41,5/05/2014 11:05,,4/12/2013,9,F,arrest case no charge,1,(F3),0
2272,Male,53,Greater than 45,Hispanic,0,10,0,0,4,,,,,29/06/2012,490,F,arrest case no charge,0,,
2274,Male,54,Greater than 45,Caucasian,0,4,0,0,14,-1,8/04/2014 9:56,6/05/2014 10:12,8/04/2014,,1,M,Battery,1,(M1),0
2276,Male,37,25 - 45,Other,0,1,0,0,6,-1,26/12/2013 4:59,27/12/2013 8:15,26/12/2013,,1,M,Battery,0,,
2277,Male,25,25 - 45,Caucasian,0,9,0,1,5,-1,6/11/2013 11:10,21/11/2013 9:35,,6/11/2013,1,M,arrest case no charge,1,(M1),18
2278,Male,63,Greater than 45,Caucasian,0,1,0,0,0,0,10/11/2013 2:08,13/11/2013 5:58,9/11/2013,,1,M,Battery,1,(M1),1
2279,Male,35,25 - 45,African-American,0,7,0,0,2,-1,21/03/2014 3:10,22/03/2014 8:07,21/03/2014,,1,M,Assault,0,,
2280,Male,20,Less than 25,African-American,9,4,0,0,9,-70,21/08/2013 12:33,25/10/2013 10:48,,7/10/2013,23,F,arrest case no charge,1,(M1),0
2281,Male,26,25 - 45,Hispanic,0,1,0,0,0,-1,21/01/2013 8:16,22/01/2013 1:59,21/01/2013,,1,M,Battery,1,(M2),0
2282,Male,32,25 - 45,African-American,0,3,0,0,2,,,,,15/05/2012,677,F,arrest case no charge,0,,
2283,Male,25,25 - 45,African-American,0,10,0,0,8,-1,8/04/2013 5:47,10/04/2013 1:26,8/04/2013,,1,M,Battery,1,(F3),0
2284,Male,33,25 - 45,Caucasian,0,1,0,0,0,-1,1/12/2013 10:12,2/12/2013 1:55,1/12/2013,,1,M,Battery,0,,
2285,Male,29,25 - 45,African-American,0,3,0,0,7,-1,11/03/2013 6:21,13/03/2013 2:21,,11/03/2013,1,F,arrest case no charge,0,,
2286,Male,27,25 - 45,Hispanic,0,4,0,0,2,-1,20/02/2013 6:36,21/02/2013 1:30,20/02/2013,,1,M,Possess Cannabis/20 Grams Or Less,0,,
2287,Male,37,25 - 45,African-American,1,9,0,1,12,-1,18/05/2013 8:27,19/05/2013 1:14,18/05/2013,,1,M,Disorderly Intoxication,1,(M2),1
2289,Female,20,Less than 25,Caucasian,0,10,2,1,3,-1,25/03/2014 6:58,26/03/2014 1:23,25/03/2014,,1,M,Battery,1,(M1),0
2290,Male,32,25 - 45,African-American,0,2,0,0,1,-1,16/08/2014 3:33,17/08/2014 8:45,16/08/2014,,1,F,Pos Cannabis W/Intent Sel/Del,1,(M1),
2291,Male,72,Greater than 45,Caucasian,0,1,0,0,1,-23,25/05/2013 7:53,26/05/2013 8:34,25/05/2013,,23,M,Driving Under The Influence,0,,
2292,Male,38,25 - 45,Caucasian,0,1,0,0,0,-1,16/04/2013 3:54,18/04/2013 10:30,16/04/2013,,1,F,Possession of Cocaine,0,,
2293,Male,40,25 - 45,Caucasian,0,2,0,0,0,-1,8/03/2013 9:44,9/03/2013 1:22,8/03/2013,,1,F,Possession of Cocaine,0,,
2294,Male,23,Less than 25,Caucasian,0,3,0,0,0,-1,12/03/2014 12:50,13/03/2014 10:24,12/03/2014,,1,F,Burglary Conveyance Unoccup,0,,
2297,Male,21,Less than 25,Caucasian,0,8,0,0,5,-10,9/05/2014 9:30,11/05/2014 1:49,9/05/2014,,10,F,Poss Pyrrolidinovalerophenone,1,(F2),36
2299,Male,27,25 - 45,Caucasian,0,7,0,0,4,0,10/05/2013 3:57,10/05/2013 7:50,10/05/2013,,0,F,"Poss3,4 Methylenedioxymethcath",1,(M2),1
2300,Male,55,Greater than 45,Caucasian,0,6,0,0,13,-1,3/11/2014 12:57,4/11/2014 8:57,3/11/2014,,1,F,Possession of Cocaine,1,(M1),0
2301,Male,23,Less than 25,African-American,0,9,3,0,5,,,,26/09/2013,,0,F,Burglary Structure Unoccup,1,(M2),
2303,Female,41,25 - 45,Caucasian,0,1,0,0,0,-1,9/01/2014 8:49,10/01/2014 1:49,9/01/2014,,1,M,Battery,0,,
2306,Male,56,Greater than 45,Caucasian,0,1,0,0,1,-1,15/05/2013 6:33,17/05/2013 9:07,15/05/2013,,1,M,Battery,0,,
2307,Male,55,Greater than 45,Caucasian,0,7,0,0,11,-1,2/05/2013 3:15,28/06/2013 9:30,,30/05/2012,338,M,arrest case no charge,0,,
2309,Female,23,Less than 25,Hispanic,0,6,0,0,0,-2,9/06/2013 12:16,11/06/2013 1:19,8/06/2013,,3,F,Possession of Cocaine,1,(M2),0
2310,Male,28,25 - 45,African-American,0,2,0,0,3,-1,23/08/2013 12:58,24/08/2013 9:05,23/08/2013,,1,F,"Poss3,4 Methylenedioxymethcath",0,,
2311,Male,31,25 - 45,Other,0,2,0,0,2,-1,1/05/2013 3:08,14/05/2013 11:36,,1/05/2013,1,F,arrest case no charge,1,(M1),140
2314,Male,56,Greater than 45,African-American,0,2,0,0,3,-49,29/03/2013 9:31,17/05/2013 10:53,29/03/2013,,49,M,Petit Theft,0,,
2316,Male,53,Greater than 45,Caucasian,0,1,0,0,0,-1,14/04/2013 9:55,15/04/2013 7:44,14/04/2013,,1,M,Battery,0,,
2317,Male,27,25 - 45,African-American,0,5,0,0,6,-1,14/11/2014 10:20,24/11/2014 10:35,14/11/2014,,1,F,Possession Of Methamphetamine,1,(F3),0
2318,Male,22,Less than 25,Caucasian,0,5,0,0,0,-1,30/12/2013 9:35,31/12/2013 9:30,30/12/2013,,1,F,Grand Theft in the 3rd Degree,1,(M1),0
2320,Female,22,Less than 25,African-American,0,4,0,1,0,-1,29/01/2014 8:32,30/01/2014 1:32,29/01/2014,,1,F,Grand Theft in the 3rd Degree,1,(M2),0
2321,Male,33,25 - 45,African-American,0,6,0,0,7,-1,1/03/2013 5:09,3/03/2013 4:26,1/03/2013,,1,M,Viol Prot Injunc Repeat Viol,1,(F3),0
2322,Male,34,25 - 45,African-American,0,7,0,0,15,-6,20/04/2013 4:52,26/04/2013 10:39,,20/04/2013,6,F,arrest case no charge,0,,
2324,Male,22,Less than 25,Hispanic,0,3,0,0,0,0,1/11/2013 5:09,2/11/2013 3:00,1/11/2013,,0,M,Battery,1,(M1),
2326,Male,32,25 - 45,African-American,0,8,0,0,12,-1,14/01/2013 2:13,15/01/2013 6:58,14/01/2013,,1,F,Possession of Cocaine,1,(F3),0
2327,Male,47,Greater than 45,African-American,4,9,0,1,14,-1,28/05/2013 10:29,29/05/2013 1:39,28/05/2013,,1,F,Grand Theft in the 3rd Degree,1,(F3),0
2328,Male,24,Less than 25,Asian,0,2,0,0,0,0,10/01/2013 2:33,10/01/2013 6:49,9/01/2013,,1,M,DUI Level 0.15 Or Minor In Veh,0,,
2329,Male,25,25 - 45,African-American,0,10,4,4,14,-1,21/09/2013 5:23,13/12/2013 5:27,21/09/2013,,1,F,Grand Theft (Motor Vehicle),1,(F3),0
2332,Male,56,Greater than 45,Caucasian,0,1,0,0,0,0,30/04/2013 12:38,30/04/2013 7:45,29/04/2013,,1,F,Felony Battery (Dom Strang),0,,
2334,Male,36,25 - 45,Hispanic,0,4,0,0,1,30,6/02/2013 10:09,24/05/2013 6:02,16/12/2012,,22,F,Aggravated Battery,1,(F7),
2335,Male,28,25 - 45,African-American,0,6,0,0,4,0,14/05/2013 3:57,4/06/2013 5:09,13/05/2013,,1,F,Burglary Dwelling Assault/Batt,1,(M1),1
2336,Male,20,Less than 25,African-American,2,9,0,0,2,-1,20/06/2014 9:05,21/06/2014 8:48,20/06/2014,,1,F,Grand Theft in the 3rd Degree,1,(M1),0
2338,Male,59,Greater than 45,Hispanic,0,1,0,0,0,-2,25/08/2013 4:54,26/08/2013 8:49,25/08/2013,,2,M,DUI Level 0.15 Or Minor In Veh,0,,
2339,Female,27,25 - 45,Caucasian,0,7,0,0,1,,,,,24/07/2013,238,F,arrest case no charge,1,(M2),
2342,Female,29,25 - 45,African-American,0,8,0,0,11,-1,2/11/2013 11:52,3/11/2013 7:25,2/11/2013,,1,F,Possession of Cocaine,0,,
2343,Male,72,Greater than 45,Caucasian,0,1,0,0,3,-5,14/03/2014 12:25,19/03/2014 2:55,,14/03/2014,5,F,arrest case no charge,0,,
2344,Female,24,Less than 25,African-American,0,7,0,0,2,-1,1/02/2013 8:31,15/02/2013 8:31,1/02/2013,,1,M,Assault,1,(M2),26
2349,Male,45,Greater than 45,African-American,0,9,0,0,3,6,6/08/2013 5:19,11/09/2013 11:36,26/06/2013,,35,F,Att Burgl Unoccupied Dwel,0,,
2350,Male,30,25 - 45,African-American,0,10,0,0,7,0,5/04/2014 1:40,7/04/2014 3:04,4/04/2014,,1,M,Assault,1,(M2),0
